Review,Title,Rating,day,month,year,hour,minute,second,dayofweek,weekofyear,raw time,Country,Username,Reviews,Reads,Useful,Genre
It's very clear but work on your rates. They are too high compared to other calling cards,Calling rates,5,14,12,2015,12,58,13,1,51,2015-12-14T12:58:13,United States,Kennedy,1,0,0,
"expensive, uncompetitive, slack, low in quality and lackadaisical customer service.",bitter and unhappy,1,14,12,2015,12,52,9,1,51,2015-12-14T12:52:09,United States,Jide,1,0,1,
Voice quality needs to be improved.,Average Quality,3,14,12,2015,9,13,29,1,51,2015-12-14T09:13:29,United States,Zaman,1,0,0,
"I bought a five dollar card. You took my money from my account, but you did not give me a pin and dialing number. I emailed  you about this problem, but you did not reply. please reply to this comment and give me my pin or money  back.  I am sure you got my emial, I am still waiting for you to reply. I am able to see you guys respond to other people, why wouldn't you reply to my emial?",Did not get pin or dialing number,1,13,12,2015,23,40,55,7,50,2015-12-13T23:40:55,United States,Taddese,1,0,1,
Here is why I don't think Rebtel is using Ethiopian Telecommunication Corporation exclusively for terminating calls in Ethiopia.,Worst audio quality. Use of illegal international call termination via internet and GSM Boxes,1,13,12,2015,19,9,27,7,50,2015-12-13T19:09:27,United States,Tesfamariam Gebre,1,0,1,
Now I have the app. How can I know how much credit I have in money or in minutes. Is it hard to do. I know I have $5 I don't see it . I only see where to add but not the current balance.,now I have the app making the call,3,13,12,2015,12,21,42,7,50,2015-12-13T12:21:42,United States,Eugene Charles,1,0,1,
"Hi,",Regarding Credit Card Charged 3 Times (30$),1,10,12,2015,10,18,3,4,50,2015-12-10T10:18:03,United States,Goutham Aduri,1,0,1,
"Hello Rebtel,",Unlimited calls,4,9,12,2015,20,11,44,3,50,2015-12-09T20:11:44,United States,Sid,1,0,0,
"BUNCH OF CRIMINALS. Be careful with these Luxembourg guys. They sold me a plan of 500 minutes for $19, never told me I had to use all 500 minutes within 30 days which I could NEVER do, I don't call that much. After 29 days they send me an email telling that the 500 minutes (of which i had not used a single one) was about to expire within 24 hours. In short the next day I went from 500 minutes to ZERO. You can't call them or contact them and they don't respond to emails. Had to do a charge-back, then they decide to respond by locking my account. Good luck to them!",BUNCH OF CRIMINALS,1,8,12,2015,17,46,23,2,50,2015-12-08T17:46:23,United States,Kinzo,1,0,1,
"Best part is  you can assign a local number to your international number, so each time you call it will be done on only one click. It saves time and is convenient.",STRESS FREE.,4,8,12,2015,3,17,7,2,50,2015-12-08T03:17:07,United States,JOE,1,0,0,
Poor connection sometimes,Could be better,3,7,12,2015,5,13,2,1,50,2015-12-07T05:13:02,United States,Olu,1,0,0,
Have found Rebtel easy to use as it means I do not need to have a separate phone to make international calls especially for recipienta who do not use smartphones.  Did not appreciate the VAT increase though,Easier way to make international calls,4,6,12,2015,23,22,39,7,49,2015-12-06T23:22:39,United States,Jummy,1,0,0,
I just want to know how long the Intro Package lasts,Period of Intro Package,5,5,12,2015,15,20,44,6,49,2015-12-05T15:20:44,United States,Elias,1,0,0,
More mins to call,Change the mins to more mins,1,4,12,2015,0,37,53,5,49,2015-12-04T00:37:53,United States,Patrick,1,0,0,
A better connection is required when using an Internet connection.,Rebtel,3,3,12,2015,15,38,16,4,49,2015-12-03T15:38:16,United States,Abi,1,0,0,
A very reliable and efficient service. It has saved me from carrying two handset around and it is very more easy to use.,I will recomend Rebtel to anyone.,4,3,12,2015,1,24,14,4,49,2015-12-03T01:24:14,United States,Wale,1,0,0,
"Rebtel is great when connections go through with clear line and competitive charge rate. However, sometimes there are problems with connections and clarify of the line.",Epileptic Network Connectivity issues,3,2,12,2015,23,9,21,3,49,2015-12-02T23:09:21,United States,Dr Tudor Chinnah,1,0,0,
Most of the time after connection one would not ear clearly from who ever you must have been talking to. I think there should be an improvement in that area. Thanks.,Network proles in Nigeria,3,2,12,2015,21,55,52,3,49,2015-12-02T21:55:52,United States,Issa,1,0,0,
"Could do better: 1. when I dial a number, it displays ""REBTEL Local number"". They need to design it so that I can see the name or number displayed on the caller ID.",Good,4,2,12,2015,19,38,21,3,49,2015-12-02T19:38:21,United States,Adelaja,1,0,0,
Rebtel is great but they can always do better. I'm having issues with my number whenever i call Nigeria. It shows a Nigerian number instead of a my Canadian number. Not good enough,Rebtel can be better,4,2,12,2015,18,7,25,3,49,2015-12-02T18:07:25,United States,Simi,1,0,0,
"Lately I have been noticing some problems with rebtel services, I have been a rebtel customer for awhile now, but it's like am getting fed up with their service. They need to work more on their service. For instance, when you buy the $8 bonus cards, you still have enough minutes left, but the system will tell you, you have no more minutes, to me that's a rip off just to make you buy more.",Ups and downs of Rebtel,4,2,12,2015,16,32,14,3,49,2015-12-02T16:32:14,United States,babaTunde,1,0,0,
Awesome app. It's recommended for anyone who makes international calls.,Excellent,5,2,12,2015,15,7,23,3,49,2015-12-02T15:07:23,United States,Enite,1,0,0,
"I did cancel my auto recharge  and yet I was charged for auto recharge. I sent out 15 emails notifying rebtel of the issue and had not heard back from them. Of course there is no phone number to reach out to them. This is not a way to run a business and it's against business ethics. "" 15 emails no response, or will you say that the emails never made it through "".",Auto recharge,1,2,12,2015,15,0,34,3,49,2015-12-02T15:00:34,United States,Stanley,1,0,0,
"Rebtel calls are affordable especially with their many deals. The calls are usually clear. But my favorite thing about rebtel is the app and how usable it is. I like how it seemlessly connects calls or texts even when I'm not in the app. I love how I can manage my account from the app easily and the UI is fantastic. All in all, Rebtel is great for keeping me connected to my family and friends abroad.",Excellent intl call service,5,2,12,2015,12,50,49,3,49,2015-12-02T12:50:49,United States,Eniola,1,0,0,
For years I've used Rebtel for my international calls and I love it. The only drawback I had recently was that they increased their rate.,Nice company,5,2,12,2015,12,13,0,3,49,2015-12-02T12:13:00,United States,Louis,1,0,0,
"Buying a discounted rate was a total reap off because when I didn't use all the minutes before the expiration date, I lost my minutes and money.",Unused Promotion Minutes,3,2,12,2015,11,43,17,3,49,2015-12-02T11:43:17,United States,Soji,1,0,0,
You claim you have the lowest rate to Nigeria and sold 250 minutes for $5. You do not have the lowest rate to Nigeria and I did not get 250 minutes for the $5 I paid.,Trusted but now behaving badly,2,2,12,2015,10,57,2,3,49,2015-12-02T10:57:02,United States,Adedoyin,1,2,0,
"Why would you not let the customer dedecide when he wants auto recharge, instead your technical support set it up in a way that forces the customer to recharge when he is not ready.","business is about honestly, don't think you're honest.",2,2,12,2015,10,10,12,3,49,2015-12-02T10:10:12,United States,chinedum,1,0,0,
"I love Rebtel,  I just improvement because sometimes I can't get through to Nigeria",Brilliant,4,2,12,2015,10,6,1,3,49,2015-12-02T10:06:01,United States,L L Olatunde,1,0,0,
Generally very good service always. Call quality is very good and the pricing is competitive.,Excellent and Affordable,5,2,12,2015,8,50,8,3,49,2015-12-02T08:50:08,United Kingdom,Ade Makinde,2,0,0,
"Most times when I call Nigeria, it displays a number different from the number I registered with Rebtel at the destination of my calls.",Caller Identity at Destination,1,2,12,2015,8,45,36,3,49,2015-12-02T08:45:36,United States,Emil,1,0,0,
Banned myself and many of my friends by saying our usage is excessive while we subscribed for unlimited plan.How can i use more than unlimited. I hope they will review my case and will unlock me.,Poor Customer support (Fast response from only wanda),2,2,12,2015,6,14,56,3,49,2015-12-02T06:14:56,United States,Amit Agrawal,1,0,0,
"Hi,",first experience is bad,1,29,11,2015,9,49,0,7,48,2015-11-29T09:49:00,United States,vivek,1,0,0,
I only gave one star because it requires it otherwise they don't deserve a star at all. I recently purchased 10 dollars worth of calling time I talked for less than 30 minutes and my call was already cut and keep in mind that 5 dollars usually lasts for about 35minutes. I haven't heard anything from customer service. This is by far the most ridiculous calling company I have dealt with I thought their rates were good nope!!! Not worth putting your money into it I will be going back to my other calling company was by far cheaper and more customer friendly.,I would stay away from this calling company,1,28,11,2015,20,53,31,6,48,2015-11-28T20:53:31,United States,Nancy,1,0,0,
"They take money and cannot make calls whenever required the most. Tried all techniques(Local, Internet, WiFi) but nothing helps. Worst worst service when required the most. They just give diplomatic answer and escape. There is nothing called customer service. Dont go for this!!!!!!!",This is the worst VoIP service.,1,26,11,2015,2,24,21,4,48,2015-11-26T02:24:21,United States,Chaitra Radha Prasad,1,0,0,
"Hi all,",Bad experience in recent time by terminating the account though we had dollars to use,1,23,11,2015,21,11,43,1,48,2015-11-23T21:11:43,United States,Raja Sellamuthu,1,0,0,
my account was terminated and i send them a lot of mails but they didnt reply to a single one.they said process takes upto 48 hours but three days have gone and im not able to login,"Service very good,but unknown termination of account and then no reply to your mails",3,22,11,2015,3,46,45,7,47,2015-11-22T03:46:45,United States,gagandeep sharma,1,0,0,
I got an email showing abnormal calling behavior. I called my relatives and friends on festival(Diwali- Hindu festival) for greetings and I called to 20-25 family friends. Now company is saying that you used for business purposes. I don't understand how they judge these thing only happens 1 day. They didn't give me any warning and they directly block my account and calling. They are not availing my service or credit.,Worst Company,1,20,11,2015,10,40,13,5,47,2015-11-20T10:40:13,United States,vicky,1,0,2,
"Hi There,",Account Terminated because of Abnormal Calling Behaviour,1,20,11,2015,10,26,56,5,47,2015-11-20T10:26:56,United States,Manish,1,0,0,
"If my memory serve me well, I think I have been with Rebtel service for about 5 year now. the connection to your contact is seamless. no disconnection during conversation.  if the connection did not go thru at the first attempt the operator interrupts and advise to try your call another time. apart from making connection, the report of minute usage is of great importance. this report keeps me in line with my budget.  another beauty of their service is that the minute purchase carry no expiration date. the support team members are remarkable! they writes follow up message when I ran into trouble recharging with my CC.  I recommend Rebtel service to anyone whether you are new or transfer from another career to try their service at least once.  if not satisfy there is no contract or commitment that tie anyone to the company. a trial will convince you!    go rebtel, go rebtel, go rebtel!!!",MY EXPERIENCE USING REBTEL SERVICES,5,18,11,2015,4,51,5,3,47,2015-11-18T04:51:05,United States,Olu Akinpelu,1,0,0,
We are facing very low call clarity on rebtel. We even can't hear what people says. Please look into it and solve it soon.,Call clarity Issue,1,17,11,2015,7,28,56,2,47,2015-11-17T07:28:56,United States,Tess,1,0,2,
I have a Rebtel account and I am staying in Qatar.I have serious voice issues when I dial any number... Is this any common issues and when will this get rectified??,Voice Clarity Issues,2,8,11,2015,14,2,0,7,45,2015-11-08T14:02:00,United States,Joseph,1,0,1,
"You state that the auto could have been on. Shouldn't I have known. Why would I buy almost 20 dollars worth of credit and not know it?  I spent almost 70 dollars in a period less than 3 months and now you have lost my business because if greed. It is not about money, it is about transparency. You were not.",7 day subscription,1,5,11,2015,6,17,53,4,45,2015-11-05T06:17:53,United States,Ann,1,0,1,
